case_id,activity,timestamp
87,Satın Alma Siparişi Oluşturuldu,2025-02-25T05:43:09+00:00
87,Tedarikçiye Gönderildi,2025-02-25T08:47:37+00:00
87,Tedarikçi Onayladı,2025-02-25T11:47:01+00:00
87,Mal/Hizmet Alındı,2025-02-27T11:16:21+00:00
87,Fatura Alındı,2025-03-03T12:14:47+00:00
87,Ödeme Yapıldı,2025-03-04T11:10:47+00:00
88,Satın Alma Talebi Oluşturuldu,2024-10-15T19:10:44+00:00
88,Talep Onaya Gönderildi,2024-10-15T20:49:50+00:00
88,Talep Onaylandı,2024-10-16T01:29:55+00:00
88,Satın Alma Siparişi Oluşturuldu,2024-10-16T10:13:16+00:00
88,Tedarikçiye Gönderildi,2024-10-16T13:02:04+00:00
88,Tedarikçi Onayladı,2024-10-17T00:50:37+00:00
88,Kısmi Teslimat Alındı,2024-10-18T18:28:33+00:00
88,İkinci Teslimat Alındı,2024-10-23T11:23:52+00:00
88,Fatura Alındı,2024-10-26T09:49:32+00:00
88,Ödeme Yapıldı,2024-10-26T13:09:27+00:00
89,Satın Alma Talebi Oluşturuldu,2024-04-05T21:13:19+00:00
89,Talep Onaya Gönderildi,2024-04-06T01:04:08+00:00
89,Talep Onaylandı,2024-04-06T08:00:50+00:00
89,Satın Alma Siparişi Oluşturuldu,2024-04-06T13:50:51+00:00
89,Tedarikçiye Gönderildi,2024-04-06T15:54:29+00:00
89,Tedarikçi Onayladı,2024-04-07T00:18:10+00:00
89,Mal/Hizmet Alındı,2024-04-09T22:54:55+00:00
89,Fatura Alındı,2024-04-12T04:59:05+00:00
89,Ödeme Yapıldı,2024-04-12T14:19:19+00:00
90,Satın Alma Talebi Oluşturuldu,2024-06-09T09:18:33+00:00
90,Talep Onaya Gönderildi,2024-06-09T10:30:53+00:00
90,Talep Reddedildi,2024-06-09T17:06:21+00:00
90,Talep Güncellendi,2024-06-10T01:14:56+00:00
90,Talep Onaya Gönderildi,2024-06-10T07:50:25+00:00
90,Talep Onaylandı,2024-06-10T11:26:58+00:00
90,Satın Alma Siparişi Oluşturuldu,2024-06-10T22:01:14+00:00
90,Tedarikçiye Gönderildi,2024-06-10T23:45:30+00:00
90,Tedarikçi Onayladı,2024-06-11T10:45:49+00:00
90,Mal/Hizmet Alındı,2024-06-12T10:53:59+00:00
90,Fatura Alındı,2024-06-18T17:54:31+00:00
90,Ödeme Yapıldı,2024-06-18T23:05:30+00:00
91,Satın Alma Talebi Oluşturuldu,2024-07-14T16:31:58+00:00
91,Talep Onaya Gönderildi,2024-07-14T19:55:41+00:00
91,Talep Onaylandı,2024-07-14T22:35:16+00:00
91,Satın Alma Siparişi Oluşturuldu,2024-07-15T19:55:00+00:00
91,Tedarikçiye Gönderildi,2024-07-15T21:34:33+00:00
91,Tedarikçi Onayladı,2024-07-16T03:09:29+00:00
91,Kısmi Teslimat Alındı,2024-07-18T17:00:10+00:00
91,İkinci Teslimat Alındı,2024-07-22T11:24:01+00:00
91,Fatura Alındı,2024-07-23T12:32:11+00:00
91,Ödeme Yapıldı,2024-07-23T20:22:28+00:00
92,Satın Alma Talebi Oluşturuldu,2024-11-23T23:16:24+00:00
92,Talep Onaya Gönderildi,2024-11-24T01:51:05+00:00
92,Talep Onaylandı,2024-11-24T08:19:32+00:00
92,Satın Alma Siparişi Oluşturuldu,2024-11-24T21:51:01+00:00
92,Tedarikçiye Gönderildi,2024-11-25T02:44:26+00:00
92,Tedarikçi Onayladı,2024-11-25T09:52:22+00:00
92,Mal/Hizmet Alındı,2024-11-26T15:06:27+00:00
92,Fatura Alındı,2024-12-01T03:34:05+00:00
92,Ödeme Yapıldı,2024-12-02T02:22:02+00:00
93,Satın Alma Talebi Oluşturuldu,2025-02-10T00:33:18+00:00
93,Talep Onaya Gönderildi,2025-02-10T02:27:35+00:00
93,Talep Onaylandı,2025-02-10T08:19:11+00:00
93,Satın Alma Siparişi Oluşturuldu,2025-02-10T12:56:34+00:00
93,Tedarikçiye Gönderildi,2025-02-10T18:56:09+00:00
93,Tedarikçi Onayladı,2025-02-11T05:24:31+00:00
93,Mal/Hizmet Alındı,2025-02-13T01:52:12+00:00
93,Fatura Alındı,2025-02-15T14:49:31+00:00
93,Ödeme Yapıldı,2025-02-16T08:29:53+00:00
94,Satın Alma Talebi Oluşturuldu,2024-03-04T18:02:37+00:00
94,Talep Onaya Gönderildi,2024-03-04T20:00:35+00:00
94,Talep Onaylandı,2024-03-04T22:53:59+00:00
94,Satın Alma Siparişi Oluşturuldu,2024-03-05T05:25:25+00:00
94,Tedarikçiye Gönderildi,2024-03-05T09:32:43+00:00
94,Tedarikçi Onayladı,2024-03-05T17:23:56+00:00
94,Mal/Hizmet Alındı,2024-03-08T03:34:56+00:00
94,Fatura Alındı,2024-03-12T01:17:27+00:00
94,Ödeme Yapıldı,2024-03-12T16:26:00+00:00
95,Satın Alma Talebi Oluşturuldu,2025-01-28T16:09:18+00:00
95,Talep Onaya Gönderildi,2025-01-28T18:58:16+00:00
95,Talep Onaylandı,2025-01-28T21:33:58+00:00
95,Satın Alma Siparişi Oluşturuldu,2025-01-29T15:36:06+00:00
95,Tedarikçiye Gönderildi,2025-01-29T20:51:57+00:00
95,Tedarikçi Onayladı,2025-01-30T05:22:30+00:00
95,Mal/Hizmet Alındı,2025-02-01T18:17:07+00:00
95,Fatura Alındı,2025-02-07T08:47:09+00:00
95,Ödeme Yapıldı,2025-02-07T15:30:59+00:00
96,Satın Alma Talebi Oluşturuldu,2024-06-27T11:25:44+00:00
96,Talep Onaya Gönderildi,2024-06-27T13:40:13+00:00
96,Talep Onaylandı,2024-06-27T20:38:05+00:00
96,Satın Alma Siparişi Oluşturuldu,2024-06-28T08:36:34+00:00
96,Tedarikçiye Gönderildi,2024-06-28T13:15:27+00:00
96,Tedarikçi Onayladı,2024-06-28T18:22:58+00:00
96,Mal/Hizmet Alındı,2024-06-30T09:23:02+00:00
96,Fatura Alındı,2024-07-03T15:58:15+00:00
96,Ödeme Yapıldı,2024-07-04T14:56:59+00:00
97,Satın Alma Talebi Oluşturuldu,2025-01-04T08:59:39+00:00
97,Talep Onaya Gönderildi,2025-01-04T10:11:44+00:00
97,Talep Onaylandı,2025-01-04T17:11:10+00:00
97,Satın Alma Siparişi Oluşturuldu,2025-01-04T23:03:02+00:00
97,Tedarikçiye Gönderildi,2025-01-05T00:32:01+00:00
97,Tedarikçi Onayladı,2025-01-05T09:55:17+00:00
97,Mal/Hizmet Alındı,2025-01-08T00:53:11+00:00
97,Fatura Alındı,2025-01-12T19:39:03+00:00
97,Fatura Uyuşmazlığı,2025-01-13T10:33:11+00:00
97,Fatura Düzeltildi,2025-01-13T21:17:32+00:00
97,Ödeme Yapıldı,2025-01-15T13:06:54+00:00
98,Satın Alma Talebi Oluşturuldu,2024-10-02T15:32:45+00:00
98,Talep Onaya Gönderildi,2024-10-02T19:09:59+00:00
98,Talep Onaylandı,2024-10-03T02:48:48+00:00
98,Satın Alma Siparişi Oluşturuldu,2024-10-03T15:16:19+00:00
98,Tedarikçiye Gönderildi,2024-10-03T20:51:05+00:00
98,Tedarikçi Onayladı,2024-10-03T23:21:57+00:00
98,Mal/Hizmet Alındı,2024-10-05T13:10:19+00:00
98,Fatura Alındı,2024-10-09T02:39:57+00:00
98,Ödeme Yapıldı,2024-10-09T06:56:42+00:00
99,Satın Alma Talebi Oluşturuldu,2024-05-01T04:22:46+00:00
99,Talep Onaya Gönderildi,2024-05-01T07:20:58+00:00
99,Talep Onaylandı,2024-05-01T10:41:42+00:00
99,Satın Alma Siparişi Oluşturuldu,2024-05-01T16:51:34+00:00
99,Tedarikçiye Gönderildi,2024-05-01T22:05:10+00:00
99,Tedarikçi Onayladı,2024-05-02T03:45:43+00:00
99,Mal/Hizmet Alındı,2024-05-04T16:22:01+00:00
99,Fatura Alındı,2024-05-09T13:15:32+00:00
99,Ödeme Yapıldı,2024-05-10T09:01:04+00:00
100,Satın Alma Talebi Oluşturuldu,2024-01-22T09:24:24+00:00
100,Talep Onaya Gönderildi,2024-01-22T12:14:01+00:00
100,Talep Onaylandı,2024-01-22T18:10:50+00:00
100,Satın Alma Siparişi Oluşturuldu,2024-01-23T12:03:00+00:00
100,Tedarikçiye Gönderildi,2024-01-23T13:11:41+00:00
100,Tedarikçi Onayladı,2024-01-23T17:55:39+00:00
100,Kısmi Teslimat Alındı,2024-01-26T06:31:23+00:00
100,İkinci Teslimat Alındı,2024-01-31T00:52:26+00:00
100,Fatura Alındı,2024-02-02T02:08:51+00:00
100,Ödeme Yapıldı,2024-02-02T08:08:18+00:00
